20220703,"2022-07-03",2022,7,"Jul",3,"Sun",0,26,true,false,false
20220704,"2022-07-04",2022,7,"Jul",4,"Mon",1,27,false,true,false
20220705,"2022-07-05",2022,7,"Jul",5,"Tue",2,27,true,false,false
20220706,"2022-07-06",2022,7,"Jul",6,"Wed",3,27,true,false,false
20220707,"2022-07-07",2022,7,"Jul",7,"Thu",4,27,true,false,false
20220708,"2022-07-08",2022,7,"Jul",8,"Fri",5,27,true,false,false
20220709,"2022-07-09",2022,7,"Jul",9,"Sat",6,27,true,false,false
20220710,"2022-07-10",2022,7,"Jul",10,"Sun",0,27,true,false,false
20220711,"2022-07-11",2022,7,"Jul",11,"Mon",1,28,false,true,false
20220712,"2022-07-12",2022,7,"Jul",12,"Tue",2,28,true,false,false
20220713,"2022-07-13",2022,7,"Jul",13,"Wed",3,28,true,false,false
20220714,"2022-07-14",2022,7,"Jul",14,"Thu",4,28,true,false,false
20220715,"2022-07-15",2022,7,"Jul",15,"Fri",5,28,true,false,false
20220716,"2022-07-16",2022,7,"Jul",16,"Sat",6,28,true,false,false
20220717,"2022-07-17",2022,7,"Jul",17,"Sun",0,28,true,false,false
20220718,"2022-07-18",2022,7,"Jul",18,"Mon",1,29,false,true,false
20220719,"2022-07-19",2022,7,"Jul",19,"Tue",2,29,true,false,false
20220720,"2022-07-20",2022,7,"Jul",20,"Wed",3,29,true,false,false
20220721,"2022-07-21",2022,7,"Jul",21,"Thu",4,29,true,false,false
20220722,"2022-07-22",2022,7,"Jul",22,"Fri",5,29,true,false,false
20220723,"2022-07-23",2022,7,"Jul",23,"Sat",6,29,true,false,false
20220724,"2022-07-24",2022,7,"Jul",24,"Sun",0,29,true,false,false
20220725,"2022-07-25",2022,7,"Jul",25,"Mon",1,30,false,true,false
20220726,"2022-07-26",2022,7,"Jul",26,"Tue",2,30,true,false,false
20220727,"2022-07-27",2022,7,"Jul",27,"Wed",3,30,true,false,false
20220728,"2022-07-28",2022,7,"Jul",28,"Thu",4,30,true,false,false
20220729,"2022-07-29",2022,7,"Jul",29,"Fri",5,30,true,false,false
20220730,"2022-07-30",2022,7,"Jul",30,"Sat",6,30,true,false,false
20220731,"2022-07-31",2022,7,"Jul",31,"Sun",0,30,true,false,false
20220801,"2022-08-01",2022,8,"Aug",1,"Mon",1,31,false,true,false
20220802,"2022-08-02",2022,8,"Aug",2,"Tue",2,31,true,false,false
20220803,"2022-08-03",2022,8,"Aug",3,"Wed",3,31,true,false,false
20220804,"2022-08-04",2022,8,"Aug",4,"Thu",4,31,true,false,false
20220805,"2022-08-05",2022,8,"Aug",5,"Fri",5,31,true,false,false
20220806,"2022-08-06",2022,8,"Aug",6,"Sat",6,31,true,false,false
20220807,"2022-08-07",2022,8,"Aug",7,"Sun",0,31,true,false,false
20220808,"2022-08-08",2022,8,"Aug",8,"Mon",1,32,false,true,false
20220809,"2022-08-09",2022,8,"Aug",9,"Tue",2,32,true,false,false
20220810,"2022-08-10",2022,8,"Aug",10,"Wed",3,32,true,false,false
20220811,"2022-08-11",2022,8,"Aug",11,"Thu",4,32,true,false,false
